Dataset,#TrainingRelease,Classifier,Feature Selection,Balancing,Sensitivity,Accuracy,Precision,Recall,AUC,Kappa,NPofB20
STORM,9,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,36.682,0.865,0.098,0.532,0.042,0.09314801267983419
STORM,9,IBK,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000,0.9578048780487805
STORM,10,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,71.568,1.000,0.589,0.794,0.469,0.5859469973255531
STORM,10,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,35.129,0.944,0.065,0.528,0.036,0.06490034030140981
STORM,10,IBK,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,99.950,1.000,1.000,0.999,0.999,0.9479698516897641
STORM,11,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,72.877,1.000,0.607,0.804,0.489,0.6044249939217117
STORM,11,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,34.340,0.964,0.052,0.524,0.030,0.051531356344190565
STORM,11,IBK,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000,0.9457816678823243
STORM,12,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,73.498,1.000,0.616,0.808,0.498,0.612691466083151
STORM,12,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,33.988,0.969,0.046,0.521,0.027,0.045940690325717064
STORM,12,IBK,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000,0.9455385363481643
STORM,13,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,87.419,0.973,0.833,0.894,0.738,0.8260759493670886
STORM,13,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,36.376,0.903,0.040,0.516,0.022,0.03973677549987345
STORM,13,IBK,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,96.830,0.954,1.000,0.954,0.928,0.9460759493670886
STORM,14,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,89.366,1.000,0.839,0.919,0.780,0.8208238564569118
STORM,14,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,36.212,0.922,0.036,0.515,0.021,0.035606060606060606
STORM,14,IBK,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,99.967,1.000,1.000,1.000,0.999,0.9287338893100834
STORM,15,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,81.743,0.866,0.688,0.803,0.620,0.6867881548974943
STORM,15,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,56.942,0.647,0.033,0.509,0.021,0.032245827010622154
STORM,15,IBK,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,77.850,0.664,0.998,0.803,0.574,0.9240121580547113
STORM,16,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,90.789,1.000,0.789,0.895,0.808,0.7884542347132548
STORM,16,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,56.909,0.664,0.028,0.509,0.019,0.028072837632776935
STORM,16,IBK,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000,0.993161094224924
STORM,17,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,84.470,0.968,0.657,0.820,0.669,0.6557632398753894
STORM,17,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,58.030,0.684,0.026,0.509,0.020,0.025680933852140077
STORM,17,IBK,NO_SELECTION,SMOTE,SENSITIVE_THRESHOLD,98.858,0.974,1.000,0.990,0.977,0.991822429906542
STORM,1,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,78.041,1.000,0.430,1.000,0.481,0.9802631578947368
STORM,1,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,99.747,1.000,0.993,0.999,0.995,0.9824561403508771
STORM,1,IBK,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000,0.9846491228070176
STORM,2,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,97.757,1.000,0.950,1.000,0.954,0.9405144694533762
STORM,2,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,98.770,1.000,0.973,0.998,0.975,0.9405144694533762
STORM,2,IBK,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000,0.9437299035369775
STORM,3,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,62.278,1.000,0.487,0.999,0.334,0.9543828264758497
STORM,3,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,99.276,0.999,0.992,0.995,0.981,0.9543828264758497
STORM,3,IBK,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,76.333,1.000,0.678,0.840,0.527,0.6435599284436494
STORM,4,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,39.947,1.000,0.263,0.997,0.117,0.9484750462107209
STORM,4,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,65.832,1.000,0.581,0.996,0.339,0.8597504621072088
STORM,4,IBK,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,98.776,0.991,0.994,0.976,0.959,0.9452402957486137
STORM,5,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,60.353,1.000,0.513,1.000,0.281,0.9435743896821741
STORM,5,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,63.653,0.999,0.554,0.997,0.315,0.8408567480423768
STORM,5,IBK,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,99.981,1.000,1.000,1.000,0.999,0.9442653155228006
STORM,6,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,88.721,0.994,0.864,0.990,0.706,0.9336293526524889
STORM,6,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,64.818,0.989,0.566,0.974,0.331,0.8382799719560645
STORM,6,IBK,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,98.805,0.985,1.000,0.970,0.962,0.9345641505024539
STORM,7,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,82.262,0.877,0.876,0.763,0.562,0.8947738457932974
STORM,7,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,64.692,0.828,0.642,0.715,0.256,0.7483009139910944
STORM,7,IBK,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,88.876,0.883,0.975,0.827,0.701,0.8851652214670729
STORM,8,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,91.250,0.958,0.913,0.941,0.801,0.9429268292682926
STORM,8,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,36.833,0.633,0.203,0.727,-0.042,0.48133691144181506
STORM,8,IBK,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,97.173,0.961,1.000,0.954,0.932,0.9446341463414634
STORM,9,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,96.601,1.000,0.951,1.000,0.923,0.9573170731707317
STORM,9,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,37.389,0.878,0.108,0.874,0.049,0.6264942668943645
STORM,9,IBK,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000,0.9578048780487805
STORM,10,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,98.489,1.000,0.978,1.000,0.965,0.9477267201556042
STORM,10,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,35.700,0.953,0.073,0.951,0.041,0.6011673151750972
STORM,10,IBK,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,99.950,1.000,1.000,0.999,0.999,0.9479698516897641
STORM,11,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,99.731,1.000,0.996,1.000,0.994,0.9452954048140044
STORM,11,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,34.726,0.967,0.057,0.978,0.033,0.6077334630350194
STORM,11,IBK,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000,0.9457816678823243
STORM,12,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,99.899,1.000,0.999,1.000,0.998,0.9450522732798444
STORM,12,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,34.273,0.972,0.050,0.987,0.030,0.6190128859713104
STORM,12,IBK,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000,0.9455385363481643
STORM,13,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,96.412,0.957,0.990,0.970,0.919,0.9465822784810126
STORM,13,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,36.593,0.905,0.044,0.936,0.024,0.5820253164556962
STORM,13,IBK,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,96.830,0.954,1.000,0.954,0.928,0.9460759493670886
STORM,14,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,99.318,1.000,0.990,1.000,0.985,0.9277230224917867
STORM,14,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,36.412,0.928,0.039,0.971,0.023,0.5180692443770534
STORM,14,IBK,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,99.967,1.000,1.000,1.000,0.999,0.9287338893100834
STORM,15,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,77.651,0.664,0.989,0.926,0.569,0.9293313069908815
STORM,15,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,56.958,0.639,0.035,0.901,0.022,0.5372340425531915
STORM,15,IBK,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,77.850,0.664,0.998,0.803,0.574,0.9240121580547113
STORM,16,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,99.669,1.000,0.992,1.000,0.993,0.9798632218844985
STORM,16,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,57.008,0.678,0.031,0.961,0.022,0.6424772036474165
STORM,16,IBK,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000,0.993161094224924
STORM,17,RANDOM_FOREST,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,98.974,0.978,0.998,0.996,0.979,0.9902647975077882
STORM,17,NAIVE_BAYES,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,58.113,0.699,0.028,0.961,0.022,0.7215732087227414
STORM,17,IBK,NO_SELECTION,SMOTE,SENSITIVE_LEARNING,98.858,0.974,1.000,0.990,0.977,0.991822429906542
STORM,1,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.6622807017543859
STORM,1,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,99.747,1.000,0.993,0.999,0.995,0.6776315789473685
STORM,1,IBK,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.6776315789473685
STORM,2,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,98.553,1.000,0.968,1.000,0.971,0.5803858520900321
STORM,2,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,99.711,1.000,0.994,0.998,0.994,0.5916398713826366
STORM,2,IBK,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.5916398713826366
STORM,3,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,67.380,1.000,0.557,0.988,0.399,0.8363148479427549
STORM,3,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,82.851,0.999,0.768,0.997,0.634,0.8389982110912343
STORM,3,IBK,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,76.498,1.000,0.681,0.951,0.530,0.528175313059034
STORM,4,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,97.779,0.993,0.979,0.995,0.928,0.3615988909426987
STORM,4,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,81.514,0.999,0.774,0.993,0.557,0.2532347504621072
STORM,4,IBK,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,96.649,0.994,0.964,0.983,0.894,0.3456561922365989
STORM,5,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,99.812,1.000,0.998,1.000,0.994,0.37954859511745737
STORM,5,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,87.097,0.998,0.843,0.998,0.662,0.3046982957162598
STORM,5,IBK,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,99.775,1.000,0.997,1.000,0.993,0.3800092123445417
STORM,6,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,98.805,0.985,1.000,0.989,0.962,0.3736854405234868
STORM,6,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,88.646,0.992,0.865,0.989,0.703,0.31596167328815145
STORM,6,IBK,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,98.805,0.985,1.000,0.970,0.962,0.37462023837345176
STORM,7,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,89.078,0.872,0.994,0.741,0.697,0.3903067197377663
STORM,7,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,77.718,0.868,0.814,0.797,0.474,0.2996956216342777
STORM,7,IBK,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,87.210,0.880,0.952,0.816,0.662,0.36744730679156906
STORM,8,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,97.156,0.960,1.000,0.938,0.932,0.44005847953216376
STORM,8,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,80.650,0.852,0.871,0.811,0.541,0.37524366471734893
STORM,8,IBK,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,97.173,0.961,1.000,0.954,0.932,0.44176413255360625
STORM,9,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,68.804,0.901,0.616,0.785,0.389,0.39230019493177387
STORM,9,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,70.907,0.900,0.651,0.827,0.418,0.38572124756335285
STORM,9,IBK,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,69.056,0.903,0.618,0.865,0.394,0.3854775828460039
STORM,10,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,65.928,0.902,0.569,0.782,0.350,0.36534243236656105
STORM,10,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,70.628,0.932,0.620,0.863,0.430,0.3587618815500853
STORM,10,IBK,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,66.113,0.903,0.571,0.864,0.354,0.3646112600536193
STORM,11,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,63.914,0.899,0.538,0.781,0.323,0.3266941948020403
STORM,11,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,69.621,0.938,0.600,0.867,0.418,0.35049793538984697
STORM,11,IBK,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,64.082,0.899,0.541,0.859,0.325,0.3271799854262813
STORM,12,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.4423123633713869
STORM,12,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,98.775,0.984,0.999,0.991,0.971,0.4393976196259412
STORM,12,IBK,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,100.000,1.000,1.000,1.000,1.000,0.4427981539956279
STORM,13,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,96.880,0.955,1.000,0.964,0.929,0.4494183105715731
STORM,13,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,95.912,0.942,0.999,0.941,0.906,0.44764795144157815
STORM,13,IBK,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,96.896,0.955,1.000,0.954,0.929,0.44916540212443096
STORM,14,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,99.884,0.998,1.000,1.000,0.997,0.4582387080494575
STORM,14,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,96.455,0.949,0.999,0.974,0.919,0.45420136260408783
STORM,14,IBK,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,99.950,1.000,0.999,1.000,0.999,0.4587433762301287
STORM,15,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,77.850,0.664,0.998,0.958,0.574,0.32221379833206976
STORM,15,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,74.934,0.636,0.998,0.930,0.521,0.3146322971948446
STORM,15,IBK,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,77.850,0.664,0.998,0.804,0.574,0.30477634571645185
STORM,16,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,62.525,0.734,0.224,0.814,0.174,0.34230477634571643
STORM,16,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,69.881,0.774,0.439,0.836,0.357,0.36353297952994695
STORM,16,IBK,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,61.481,0.689,0.216,0.816,0.152,0.3479909021986353
STORM,17,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,61.921,0.665,0.212,0.809,0.146,0.33865317244063836
STORM,17,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,66.126,0.750,0.306,0.821,0.250,0.34332425068119893
STORM,17,IBK,BEST_FIRST,NO_SAMPLING,NO_COST_SENSITIVE,61.556,0.651,0.209,0.811,0.138,0.33631763332035813
STORM,1,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,61.824,1.000,0.009,0.504,0.011,0.4583333333333333
STORM,1,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,99.578,1.000,0.989,0.995,0.991,0.6776315789473685
STORM,1,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000,0.6776315789473685
STORM,2,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,85.094,1.000,0.669,0.834,0.690,0.3954983922829582
STORM,2,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,99.711,1.000,0.994,0.997,0.994,0.5916398713826366
STORM,2,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000,0.5916398713826366
STORM,3,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,41.442,1.000,0.204,0.602,0.119,0.11762075134168157
STORM,3,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,74.753,0.999,0.658,0.828,0.502,0.5105145413870246
STORM,3,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,76.498,1.000,0.681,0.840,0.530,0.528175313059034
STORM,4,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,31.288,1.000,0.157,0.578,0.064,0.14051305754564364
STORM,4,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,66.171,1.000,0.585,0.792,0.343,0.2255083179297597
STORM,4,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,85.862,0.999,0.828,0.911,0.637,0.3345656192236599
STORM,5,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,72.749,1.000,0.665,0.833,0.425,0.33241188666205945
STORM,5,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,72.787,1.000,0.666,0.833,0.425,0.24758175955780745
STORM,5,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,99.737,1.000,0.997,0.998,0.991,0.37977890373099954
STORM,6,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,98.263,0.994,0.985,0.980,0.947,0.369946249123627
STORM,6,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,73.707,0.995,0.674,0.831,0.447,0.24982472540313158
STORM,6,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,98.786,0.985,1.000,0.970,0.961,0.37462023837345176
STORM,7,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,81.656,0.872,0.873,0.772,0.546,0.3585480093676815
STORM,7,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,66.762,0.875,0.627,0.699,0.326,0.26574572699601967
STORM,7,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,84.971,0.877,0.920,0.795,0.614,0.36370023419203745
STORM,8,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,92.512,0.958,0.932,0.921,0.828,0.4159356725146199
STORM,8,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,57.732,0.878,0.451,0.655,0.239,0.22514619883040934
STORM,8,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,97.156,0.961,1.000,0.954,0.932,0.44176413255360625
STORM,9,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,52.835,0.951,0.334,0.648,0.211,0.33357699805068225
STORM,9,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,40.804,0.912,0.158,0.562,0.082,0.28118908382066277
STORM,9,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,52.701,0.934,0.339,0.643,0.205,0.32894736842105265
STORM,10,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,47.734,0.957,0.255,0.615,0.158,0.3429198147696807
STORM,10,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,35.415,0.924,0.071,0.529,0.037,0.2863758225688521
STORM,10,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,49.345,0.935,0.287,0.621,0.170,0.33560809164026323
STORM,11,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,43.706,0.950,0.196,0.586,0.116,0.29608938547486036
STORM,11,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,33.552,0.934,0.041,0.517,0.022,0.27884381831430655
STORM,11,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,45.972,0.924,0.238,0.597,0.133,0.3349526354141365
STORM,12,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,75.008,1.000,0.638,0.819,0.522,0.3633713869322322
STORM,12,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,43.958,0.995,0.190,0.594,0.125,0.1644401263055623
STORM,12,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,100.000,1.000,1.000,1.000,1.000,0.4427981539956279
STORM,13,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,73.402,0.963,0.621,0.787,0.492,0.3705108750632271
STORM,13,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,46.337,0.948,0.198,0.588,0.129,0.1669195751138088
STORM,13,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,96.663,0.955,0.996,0.953,0.924,0.4486595852301467
STORM,14,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,99.501,1.000,0.993,0.996,0.989,0.45697703759777947
STORM,14,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,46.314,0.993,0.187,0.592,0.134,0.1683068382538481
STORM,14,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,99.817,1.000,0.997,0.998,0.996,0.45773403986878625
STORM,15,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,86.365,0.868,0.812,0.858,0.721,0.44558210087220324
STORM,15,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,67.478,0.932,0.276,0.630,0.283,0.2403335860500379
STORM,15,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,77.850,0.664,0.998,0.803,0.574,0.30477634571645185
STORM,16,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,56.196,0.484,0.034,0.503,0.006,0.23995451099317666
STORM,16,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,55.799,0.440,0.042,0.500,0.001,0.21986353297952996
STORM,17,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,57.103,0.447,0.033,0.501,0.003,0.2160373686259245
STORM,17,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_THRESHOLD,56.755,0.413,0.038,0.499,-0.002,0.2028026469443363
STORM,1,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_LEARNING,64.949,1.000,0.090,1.000,0.108,0.6754385964912281
STORM,1,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_LEARNING,99.578,1.000,0.989,0.999,0.991,0.6776315789473685
STORM,1,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000,0.6776315789473685
STORM,2,RANDOM_FOREST,BEST_FIRST,NO_SAMPLING,SENSITIVE_LEARNING,61.143,1.000,0.137,1.000,0.148,0.5707395498392283
STORM,2,NAIVE_BAYES,BEST_FIRST,NO_SAMPLING,SENSITIVE_LEARNING,99.711,1.000,0.994,0.998,0.994,0.5916398713826366
STORM,2,IBK,BEST_FIRST,NO_SAMPLING,SENSITIVE_LEARNING,100.000,1.000,1.000,1.000,1.000,0.5916398713826366
